ID,Text,Subjectivity,Polarity
48,?????? ??? ???????? ???? ???????? ?????? ????,subjective,NU
49,? ????? ???? ??? ???????? ???? ????,subjective,NU
51,??????? ?? ???? ????????????? ???????? ??? ???,subjective,NU
52,"???? ????, ????? ?????? ??? ????? ???????",subjective,NU
54,??? ?????? ?? ???? ???? ??? ????,subjective,NU
56,"????? ????, ????????????? ????? ??? ??? ??????",subjective,NU
57,???? ????????? ??? ???? ???? ??? ??????,subjective,NU
61,???? ????? ????????? ?? ??????? ?????? ????,subjective,NU
62,???? ?????? ????? ???? ?? ???????? ?????,subjective,NU
64,????? ?????????? ??? ??? ?????? ??????? ????,subjective,NU
74,?? ??????? ??????? ??????? ???? ?????? ??????,subjective,NU
79,?????? ???? ?????????? ??????? ????? ???? ????????,subjective,NU
80,??? ? ????????? ????? ??????? ???? ???????,subjective,NU
82,???? ??????? ????? ????? ??????? ???? ???,subjective,NU
83,????? ???? ???????????? ???? ???? ?? ?????,subjective,NU
84,????????? ??????? ??????? ????? ??? ?????? ?????,subjective,NU
86,"???? ????, ??????????? ???? ????????? ???????? ??????",subjective,NU
87,"?????, ???? ?? ??? ??????? ?? ????????????",subjective,NU
88,?????? ????? ???? ???? ????? ???????? ???????,subjective,NU
89,?????? ????? ?????? ????????? ??? ?????? ???,subjective,NU
91,?????? ???? ????? ????? ??? ??????? ?????,subjective,NU
93,"????? ????, ‘????? ?????? ???? ????? ???",subjective,NU
96,???? ????? ??????????? ?????????? ????????? ???? ????,subjective,NU
99,"??????? ????? ????, ?????? ???? ?????????-? ????",subjective,NU
4,???????? ???? ?????? ???????????? ?????? ???? ????,subjective,NU
2,????? ??????? ??????? ???? ???? ?????? ????,subjective,NU
7,???? ???? ??????? ????????? ????? ???? ??????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ??? ?????????? ????? ?????? ????? ???!,subjective,NU
f1e069787ece74531d112559945c6871,???? ?????? ???? ???????? ???? ??? ??????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ?????? ?? ?? ?? ?? ???,subjective,NU
f1e069787ece74531d112559945c6871,??????? ????????? ??????? ??? ????? ???? ???????,subjective,NU
f1e069787ece74531d112559945c6871,????? ????? ???? ???? ??? ?????? ??????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ????? ?????? ?????? ????? ?????? ????????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ???? ?? ????????? ???????? ?????? ????,subjective,NU
f1e069787ece74531d112559945c6871,??? ????? ???? ?????? ???????? ??????? ??????,subjective,NU
f1e069787ece74531d112559945c6871,???? ?????? ????? ?? ????? ?????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,????????? ??? ????? ?? ???? ?????? ????,subjective,NU
f1e069787ece74531d112559945c6871,??? ??? ???? ?????? ??????????? ???? ?,subjective,NU
f1e069787ece74531d112559945c6871,?????? ??? ??????????? ??? ???? ??????? ???,subjective,NU
f1e069787ece74531d112559945c6871,???? ?????? ???? ????? ?? ???? ?,subjective,NU
f1e069787ece74531d112559945c6871,???? ????? ????? ?? ?? ???? ????????,subjective,NU
f1e069787ece74531d112559945c6871,???????? ????? ???? ????? ????? ???? ????!,subjective,NU
f1e069787ece74531d112559945c6871,"??? ?????? ??‘??? ????, ‘?? ??? ???!",subjective,NU
f1e069787ece74531d112559945c6871,???? ????????? ???? ????? ???? ???? ???????,subjective,NU
f1e069787ece74531d112559945c6871,? ???????? ?????? ????????? ????? ?????? ??????????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ??? ?????? ???? ????? ???? ??????????,subjective,NU
f1e069787ece74531d112559945c6871,????? ?????? ?????? ?????? ???? ?? ????,subjective,NU
f1e069787ece74531d112559945c6871,?? ??????? ???? ??????? ????? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,??????? ???? ??????? ???? ????????? ????? ????,subjective,NU
f1e069787ece74531d112559945c6871,??????? ?? ???? ?? ???? ????? ????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ???? ? ???? ????????? ???? ??????,subjective,NU
f1e069787ece74531d112559945c6871,?. ???????? ???? ?? ?????? ??????? ????,subjective,NU
f1e069787ece74531d112559945c6871,????? ???? ????? ???? ????? ???? ?????!,subjective,NU
f1e069787ece74531d112559945c6871,"???? ???,??? ???, ???? ???????? ?????? ????",subjective,NU
f1e069787ece74531d112559945c6871,?? ??? ?????? ????? ????? ?????? ?????????,subjective,NU
f1e069787ece74531d112559945c6871,????? ?? ???????? ??????? ????? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,??? ??? ?????? ???????? ??????????? ????? ???,subjective,NU
f1e069787ece74531d112559945c6871,??????? ???????? ????????? ??? ???? ????? ???????,subjective,NU
f1e069787ece74531d112559945c6871,??? ????? ?? ????????? ?????? ?????? ???????!,subjective,NU
f1e069787ece74531d112559945c6871,?. ?? ??????? ????(??)???? ???? ??? ???,subjective,NU
f1e069787ece74531d112559945c6871,? ??? ??? ???? ???? ??? ???,subjective,NU
f1e069787ece74531d112559945c6871,?????????? ??? ????? ????? ???? ??????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,??? ?????? ?????? ???? ???? ????? ???????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ????? ???????? ?? ???? ???? ??????,subjective,NU
f1e069787ece74531d112559945c6871,??? ????? ???? ???? ?? ????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,??? ???? ???????? ????????? ???? ?? ???,subjective,NU
f1e069787ece74531d112559945c6871,?? ??? ???? ??? ?????????? ??? ???,subjective,NU
f1e069787ece74531d112559945c6871,???? ???? ???????? ???? ???? ?? ???,subjective,NU
f1e069787ece74531d112559945c6871,???? ??????????? ???? ????? ???? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,???? ???? ???? ????? ???? ????? ???????????,subjective,NU
f1e069787ece74531d112559945c6871,????? ?????????? ??? ?????? ????? ???? ?????,subjective,NU
f1e069787ece74531d112559945c6871,??? ???? ?? ???????????? ????????? ???????????? ????,subjective,NU
f1e069787ece74531d112559945c6871,??? ??? ?? ???? ????? ????? ???,subjective,NU
f1e069787ece74531d112559945c6871,???????? ???? ???? ?? ??? ????? ?,subjective,NU
f1e069787ece74531d112559945c6871,????? ?? ????????? ?????????? ??????? ??? ???,subjective,NU
f1e069787ece74531d112559945c6871,?????????? ?? ????????? ??????? ?????? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,????? ???? ?????????? ????? ?? ??????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,???????? ?? ???? ?????? ???????? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,????? ????? ?????? ??? ???? ??? ?????,subjective,NU
f1e069787ece74531d112559945c6871,?? ??? ???? ??? ????????? ? ?????,subjective,NU
f1e069787ece74531d112559945c6871,????? ?? ???? ??????? ?????? ??? ?????,subjective,NU
f1e069787ece74531d112559945c6871,????? ?????? ????? ???? ????? ????? ??????,subjective,NU
f1e069787ece74531d112559945c6871,??????? ??? ?????? ?????? ????? ??? ?????,subjective,NU
f1e069787ece74531d112559945c6871,?.???? ?????? ????? ???? ???? ??? ???.?,subjective,NU
f1e069787ece74531d112559945c6871,"??? ?? ?? ?????,?????????? ??? ?????? ?????",subjective,NU
f1e069787ece74531d112559945c6871,?????????? ???? ????? ??????? ???? ??????? ???????,subjective,NU
f1e069787ece74531d112559945c6871,"?????,??????? ?? ???? ???. ??????? ???????? ?????",subjective,NU
f1e069787ece74531d112559945c6871,?????? ?? ??? ?????? ?????? ????? ???,subjective,NU
f1e069787ece74531d112559945c6871,??? ??? ??? ??? ??? ???? ?????,subjective,NU
f1e069787ece74531d112559945c6871,??? ?? ?? ???? ???? ????? ???????,subjective,NU
f1e069787ece74531d112559945c6871,"??? ????? ?????????? ????????? ???,??? ????? ???",subjective,NU
f1e069787ece74531d112559945c6871,"?? ?? ???? ?????, ??? ?????? ????",subjective,NU
f1e069787ece74531d112559945c6871,?????? ?? ??????? ??? ???? ????????? ????????,subjective,NU
f1e069787ece74531d112559945c6871,???????? ?????? ???????? ????? ????? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,???? ???? ??? ????? ????? ????? ????????,subjective,NU
f1e069787ece74531d112559945c6871,??? ???? ?? ???? ????? ????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,?? ?????? ???? ????? ???? ????? ????????,subjective,NU
f1e069787ece74531d112559945c6871,????? ??????? ???? ?????? ???????? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,????? ?? ?????? ????? ?????? ??????? ??!,subjective,NU
f1e069787ece74531d112559945c6871,????????? ???? ??? ???? ???? ?????? ????,subjective,NU
f1e069787ece74531d112559945c6871,"????????? ??? ?????? ???????? ????, ??????????? ???",subjective,NU
f1e069787ece74531d112559945c6871,??? ???????? ???????? ?????? ???? ???? ?????,subjective,NU
f1e069787ece74531d112559945c6871,?? ? ?????? ??? ???? ???? ?????,subjective,NU
f1e069787ece74531d112559945c6871,??????? ???? ??? ???? ??????? ????????? ???????,subjective,NU
f1e069787ece74531d112559945c6871,?? ???????? ??????? ?????? ????? ???? ??????,subjective,NU
f1e069787ece74531d112559945c6871,??? ?????? ???? ?? ???? ????? ????????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ?????? ???????? ??? ????? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,??? ???? ???? ???? ???? ????? ????,subjective,NU
f1e069787ece74531d112559945c6871,??? ???? ??? ????? ???? ??????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ???? ????? ???? ?? ??? ??????,subjective,NU
f1e069787ece74531d112559945c6871,??????? ??? ???????? ????? ????? ????? ????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ?? ???? ?? ??? ????? ??????,subjective,NU
f1e069787ece74531d112559945c6871,??? ?????? ????? ????? ???? ?????? ?,subjective,NU
f1e069787ece74531d112559945c6871,??? ???? ????? ????? ???????? ??? ??????,subjective,NU
f1e069787ece74531d112559945c6871,????? ????? ??????? ?????? ??? ???? ??????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ????? ??????????? ??? ???? ???????? ??????,subjective,NU
f1e069787ece74531d112559945c6871,???????? ??? ?? ???? ???? ???? ?????,subjective,NU
f1e069787ece74531d112559945c6871,???? ???? ????? ????? ?????? ??? ?????,subjective,NU
f1e069787ece74531d112559945c6871,????? ??? ???????? ????? ???? ??????? ???,subjective,NU
f1e069787ece74531d112559945c6871,?????? ????? ?????? ??? ???? ???????? ?,subjective,NU
f1e069787ece74531d112559945c6871,"??? ?????? ??????, ?????? ??????? ??? ??????",subjective,NU
f1e069787ece74531d112559945c6871,????? ????????? ??????? ??? ??????? ????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,???? ???? ??? ??? ???? ????? ?,subjective,NU
f1e069787ece74531d112559945c6871,???? ?????? ??????? ???? ???? ????? ??????,subjective,NU
f1e069787ece74531d112559945c6871,"???? ??? ??? ???, '?????????' ?????? ?????",subjective,NU
f1e069787ece74531d112559945c6871,? ????? ???? ???? ??????? ????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,????? ??? ????? ?? ?????? ?????? ??????,subjective,NU
f1e069787ece74531d112559945c6871,???????? ?????? ???????? ??????? ???? ?? ?,subjective,NU
f1e069787ece74531d112559945c6871,"? ???? ???? ??? ??? ???? ????,?",subjective,NU
f1e069787ece74531d112559945c6871,?????????? ?? ??? ????? ???? ???? ?????????!,subjective,NU
f1e069787ece74531d112559945c6871,??????? ??? ??-??????? ???? ???? ???? ??!,subjective,NU
f1e069787ece74531d112559945c6871,????? ?-? ???? ???? ?? ???? ?????,subjective,NU
f1e069787ece74531d112559945c6871,"??? ???????? ???? ?????? ???, ??? ????",subjective,NU
f1e069787ece74531d112559945c6871,??? ????? ???????? ???? ?????? ???? ???????,subjective,NU
f1e069787ece74531d112559945c6871,????? ?????? ??? ???????? ?????? ????? ???????,subjective,NU
f1e069787ece74531d112559945c6871,??? ?? ???? ????????? ??? ????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ???? ??? ??? ???? ??? ?,subjective,NU
f1e069787ece74531d112559945c6871,????? (???) ?????? ?? ???? ???? ?,subjective,NU
f1e069787ece74531d112559945c6871,” ??? ???? ??? ???? ?????? ???,subjective,NU
f1e069787ece74531d112559945c6871,?????? ??????? ????? ???? ???? ???? ??????,subjective,NU
f1e069787ece74531d112559945c6871,?? ???? ? ?????????? ??? ????? ??????,subjective,NU
f1e069787ece74531d112559945c6871,????? ????? ?? ???? ????? ????? ???,subjective,NU
f1e069787ece74531d112559945c6871,"??? ?????? ????, ??????? ???? ?????? ???",subjective,NU
f1e069787ece74531d112559945c6871,"???? ??? ????? ?????????? ??, ?? ???????",subjective,NU
f1e069787ece74531d112559945c6871,????? ???? ???? ??? ??? ?????? ?????????,subjective,NU
f1e069787ece74531d112559945c6871,"?? ?? ????? ?????? ??? ??,??,???/- ??????",subjective,NU
f1e069787ece74531d112559945c6871,???? ???? ???????? ??? ???? ??? ????,subjective,NU
f1e069787ece74531d112559945c6871,???????? ??? ????? ??? ???? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,???? ?????? ?????? ??????? ???????? ???? ?????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ?????? ??-?????????? ?????? ??????? ??? ?????!,subjective,NU
f1e069787ece74531d112559945c6871,???????? ?????????? ??????? ????? ???????? ???? ??????,subjective,NU
f1e069787ece74531d112559945c6871,????? ????? ???????? ????? ???????? ?????? ??????,subjective,NU
f1e069787ece74531d112559945c6871,????? ??? ??? ??????? ?? ???????? ????,subjective,NU
f1e069787ece74531d112559945c6871,"?????? ?? ??????? ????? ??,???? ??????? ????",subjective,NU
f1e069787ece74531d112559945c6871,???? ?? ??/?? ????? ???? ????? ??????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ????? ???? ???? ???? ?????? ???,subjective,NU
f1e069787ece74531d112559945c6871,????????? ???????? ??????? ??????? ????? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ?????????? ??? ?? ??????? ????? ????,subjective,NU
f1e069787ece74531d112559945c6871,???? ???? ?????? ?????? ?? ??????? ???????,subjective,NU
f1e069787ece74531d112559945c6871,"??????, ???????? ?????????? ?????? ???? ?????????? ?????",subjective,NU
f1e069787ece74531d112559945c6871,???? ?????? ??? ????? ???? ??? ???????,subjective,NU
f1e069787ece74531d112559945c6871,"??, ??? ??? ???? ?? ??? ?????????",subjective,NU
f1e069787ece74531d112559945c6871,??? ????? ?? ?????? ?????? ???? ?????,subjective,NU
f1e069787ece74531d112559945c6871,?? ??? ??? ?????????? ?????? ??????? ??????!,subjective,NU
f1e069787ece74531d112559945c6871,???? ?????? ???? ??????? ?? ????? ????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ????? ???????? ??? ???? ??? ??????,subjective,NU
f1e069787ece74531d112559945c6871,"""???????? ?????"" ? ???? ???????? ??? ?????",subjective,NU
f1e069787ece74531d112559945c6871,???????? ??? ?? ???? ??? ????? ????,subjective,NU
f1e069787ece74531d112559945c6871,?????????? ????????? ???? ???? ?????? ???? ??????????,subjective,NU
f1e069787ece74531d112559945c6871,??? ??? ?? ???? ???? ?????? ????,subjective,NU
f1e069787ece74531d112559945c6871,"?????, ????? ?? ???? ???? ??? ?????",subjective,NU
f1e069787ece74531d112559945c6871,????? ??????? ??? ?????? ?? ??? ???????,subjective,NU
f1e069787ece74531d112559945c6871,????? ???? ???? ???????? ???? ???? ??????,subjective,NU
f1e069787ece74531d112559945c6871,????? ????? ????? ????????? ????? ?????? ????,subjective,NU
f1e069787ece74531d112559945c6871,????? ???????? ????? ???? ?????? ??????? ????????,subjective,NU
f1e069787ece74531d112559945c6871,??? ???? ? ???????? ???? ???? ?????,subjective,NU
f1e069787ece74531d112559945c6871,???????? ?????? ????? ?????????? ??? ??? ?,subjective,NU
f1e069787ece74531d112559945c6871,?????? ???? ???? ???? ? ??????? ?????!,subjective,NU
f1e069787ece74531d112559945c6871,""" ?? ????, ?????? ?????????? ???? ????",subjective,NU
f1e069787ece74531d112559945c6871,??? ???? ???? ?????? ?????? ?????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,???? ????????? ???? ?? ?????? ??????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,??? ????? ?????? ?????? ?????? ??????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,"??????, ???????? ?????? ??????? ?????? ???????? ??????",subjective,NU
f1e069787ece74531d112559945c6871,?????? ????? ?? ???? ?????? ????? ???,subjective,NU
f1e069787ece74531d112559945c6871,????? ??? ?? ???? ???? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,??? ?? ??????? ?? ???? ???? ???????,subjective,NU
f1e069787ece74531d112559945c6871,? ???? ?????? ?????? ???????? ??????? ????,subjective,NU
f1e069787ece74531d112559945c6871,????? ????? ?????? ????? ???? ???? ??????,subjective,NU
f1e069787ece74531d112559945c6871,??? ??? ????? ???? ??????????? ????? ???????,subjective,NU
f1e069787ece74531d112559945c6871,???? ??? ????? ??? ?????? ???? ???????,subjective,NU
f1e069787ece74531d112559945c6871,????? ????? ? ??? ??? ??? ?????,subjective,NU
f1e069787ece74531d112559945c6871,"??? ????? ??? ???? ?????, ???????? ???",subjective,NU
f1e069787ece74531d112559945c6871,??? ??? ???? ??????? ??? ??? ?????,subjective,NU
f1e069787ece74531d112559945c6871,??? ? ????? ???? ?? ?????? ????,subjective,NU
f1e069787ece74531d112559945c6871,??????? ???? ??????? ?? ????? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,???? ?????? ???? ? ???? ?????? ????,subjective,NU
f1e069787ece74531d112559945c6871,???? ???? ??????? ??? ????? ??? ????????,subjective,NU
f1e069787ece74531d112559945c6871,???? ?????? ??? ????? ???? ????????? ????,subjective,NU
f1e069787ece74531d112559945c6871,???? ??? ??????? ??? ????? ????? ????????,subjective,NU
f1e069787ece74531d112559945c6871,???? ????? ???? ???? ???? ?? ?????,subjective,NU
f1e069787ece74531d112559945c6871,"? ??? ????, ????? ?????? ???? ?????",subjective,NU
f1e069787ece74531d112559945c6871,??????? ???? ???? ???????? ????? ?????? ????????,subjective,NU
f1e069787ece74531d112559945c6871,????? ???? ??? ?????? ???? ????? ????,subjective,NU
f1e069787ece74531d112559945c6871,???? ???? ??????????? ?/? ???? ??? ?????,subjective,NU
f1e069787ece74531d112559945c6871,??? ?????? ???????? ??? ??? ??? ???,subjective,NU
f1e069787ece74531d112559945c6871,??? ?? ??? ?????? ???? ????? ??????,subjective,NU
f1e069787ece74531d112559945c6871,???? ??? ????- ????? ???????? ??? ?????,subjective,NU
f1e069787ece74531d112559945c6871,????? ???? ????? ????? ????? ??? ????,subjective,NU
f1e069787ece74531d112559945c6871,"???? ????, ‘?????????? ???? ?? ???? ??????????",subjective,NU
f1e069787ece74531d112559945c6871,????? ?? ???? ?? ??????? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,???????? ????????? ??? ??????? ??????? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,? ????? ???? ???? ????? ????? ??,subjective,NU
f1e069787ece74531d112559945c6871,??? ????? ???? ?????? ??? ???? ?????,subjective,NU
f1e069787ece74531d112559945c6871,????? ??? ??? ??? ??? ?????,subjective,NU
f1e069787ece74531d112559945c6871,???? ???? ???? ??????,subjective,NU
f1e069787ece74531d112559945c6871,??? ????? ???? ???? ,subjective,NU
f1e069787ece74531d112559945c6871,????? ??? ????? ???? ??? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,?? ??? ???? ?????? ???? ???,subjective,NU
f1e069787ece74531d112559945c6871,??? ??? ?????? ??? ????,subjective,NU
f1e069787ece74531d112559945c6871,????? ????? ?????????? ?????? ?? ??? ????? ????,subjective,NU
f1e069787ece74531d112559945c6871,??? ?????? ?? ????? ?????? ???????,subjective,NU
f1e069787ece74531d112559945c6871,?? ????? ?? ??????? ?????? ??? ????? ???? ?? ???? ?????? ??,subjective,NU
f1e069787ece74531d112559945c6871,????? ??? ??????? ??????? ???,subjective,NU
f1e069787ece74531d112559945c6871,?? ????? ???? ??? ??? ???,subjective,NU
f1e069787ece74531d112559945c6871,????? ???? ????? ?????? ???,subjective,NU
f1e069787ece74531d112559945c6871,?? ???? ????? ??? ???? ???? ??????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ???? ???? ?? ??? ?????? ??? ??,subjective,NU
f1e069787ece74531d112559945c6871,?????? ???? ??????? ???? ??? ???? ??? ????? ??????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ??? ????,subjective,NU
f1e069787ece74531d112559945c6871,?????????? ?? ??? ? ????? ??? ??????,subjective,NU
f1e069787ece74531d112559945c6871,?? ? ?? ????? ??? ???? ??????-,subjective,NU
f1e069787ece74531d112559945c6871,"??? ??????? ??, ?????? ???? ??? ???????",subjective,NU
f1e069787ece74531d112559945c6871,????? ? ????? ????? ???? ? ??!,subjective,NU
f1e069787ece74531d112559945c6871,????????? ??????? ??? ?? ???? ?? ?????,subjective,NU
f1e069787ece74531d112559945c6871,????? ????? ??. ???? ???? ?? ????,subjective,NU
f1e069787ece74531d112559945c6871,"??? ?? ?? ????? ???,???? ????? ?????",subjective,NU
f1e069787ece74531d112559945c6871,??? ????? ? ???? ??? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,??????? ???? ??? ??? ?????? ??????? ????,subjective,NU
f1e069787ece74531d112559945c6871,???? ????? ????????? ?????? ??? ????????? ????? ??? ???? ??????,subjective,NU
f1e069787ece74531d112559945c6871,"???, ????? ?????????...???",subjective,NU
f1e069787ece74531d112559945c6871,????? ?? ??? ?????? ??? ?????????,subjective,NU
f1e069787ece74531d112559945c6871,?? ???? ?????? ???,subjective,NU
f1e069787ece74531d112559945c6871,???? ??? ?? ?? ???? ??????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,???? ?? ??? ??????? ? ???? ???? ??????,subjective,NU
f1e069787ece74531d112559945c6871,"????? ????? ????,??????? ?????? ??????",subjective,NU
f1e069787ece74531d112559945c6871,?? ???? ???????? ?????? ????? ????? ???,subjective,NU
f1e069787ece74531d112559945c6871,?????? ??????? ?? ???? ??? ????? ????????,subjective,NU
f1e069787ece74531d112559945c6871,??????? ??? ?? ???? ????!!! ??,subjective,NU
f1e069787ece74531d112559945c6871,?????? ??? ??????? ????? ??? ?? ???? ??,subjective,NU
f1e069787ece74531d112559945c6871,???? ????? ???????? ?????? ????? ?? ????????? ???? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,? ?? ???? ?????? ???? ??? ?????!!??,subjective,NU
f1e069787ece74531d112559945c6871,????? ?????? ????????? ?????????,subjective,NU
f1e069787ece74531d112559945c6871,"? ??? ???? ???? ?????,,,,,",subjective,NU
f1e069787ece74531d112559945c6871,????? ?????? ??????? ??? ?? ???? ??? ????? ???? ???? ??? ??? ????? ?? ????? ???? ???? ????????,subjective,NU
f1e069787ece74531d112559945c6871,????? ??? ????? ?????????? ??,subjective,NU
f1e069787ece74531d112559945c6871,"? ???? ??? ??? ??, ??, ?? ?? ???? ? ???? ?? ???? ??? ??? ?? ??? ?",subjective,NU
f1e069787ece74531d112559945c6871,?? ??????? ?? ??? ?????? ????,subjective,NU
f1e069787ece74531d112559945c6871,??? ?????? ????? ?? ????? ?? ?????? ?????? ???,subjective,NU
f1e069787ece74531d112559945c6871,???? ????? ? ???? ??? ???? ????,subjective,NU
f1e069787ece74531d112559945c6871,????? ?? ???? ???? ???? ?? ??? ?????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,????? ????? ???? ????? ??????? ????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,"??? ???, ??? ???? ??????? ?????? ???? ???",subjective,NU
f1e069787ece74531d112559945c6871, ???? ???? ???? ????? ?? ????? ?????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,?? ????? ????? ??????? ????,subjective,NU
f1e069787ece74531d112559945c6871,????? ???? ???? ?????? ????! ,subjective,NU
f1e069787ece74531d112559945c6871,"???? ????????? ???, ???????????? ???? ?? ??? ????? ????? ?????? ??????? ??????",subjective,NU
f1e069787ece74531d112559945c6871,???? ???????????? ??? ??? ???? ??????????,subjective,NU
f1e069787ece74531d112559945c6871,???? ???? ??? ??????? ???? ??? ?????? ??? ????????? ?? ???! :),subjective,NU
f1e069787ece74531d112559945c6871,?????? ????? ????? ???? ??? ??? ????? ????? ???? ?????? ????? ?????????? ??? ??? ???? ,subjective,NU
f1e069787ece74531d112559945c6871,?? ????? ?? ?????? ???? ????? ??? ???? ???????,subjective,NU
f1e069787ece74531d112559945c6871,???? ?????? ??? ???? ?? ????? ??????? ???????,subjective,NU
f1e069787ece74531d112559945c6871,??? ????? ??? ???? ?? ????? ??????? ?? ????,subjective,NU
f1e069787ece74531d112559945c6871,"????, ?????, ?????, ?????, ???? ????? ?? ???? ?????",subjective,NU
f1e069787ece74531d112559945c6871,?????? ??????? ???????,subjective,NU
f1e069787ece74531d112559945c6871,???? ????? ???????? ??? ????? ,subjective,NU
f1e069787ece74531d112559945c6871,???????? ?????? ?? ??????? ????? ?????? ??? ????? ?? ???,subjective,NU
f1e069787ece74531d112559945c6871,???????????? ???????? ???? ????? ????? ??? ???,subjective,NU
f1e069787ece74531d112559945c6871,?? ??????? ?? ????? ????? ?? ???????,subjective,NU
f1e069787ece74531d112559945c6871,?? ?????? ??? ??? ?????? ???? ??? ?????? ??? ????? ??????? ???? ????? ????????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ????? ?? ?????????? ?????? ? ??? ?????? ???? ??????? !',subjective,NU
f1e069787ece74531d112559945c6871,"???? ???? ??????? ????, ???? ?????? ???? ?? ????? ????? ????? ??",subjective,NU
f1e069787ece74531d112559945c6871,?? ??? ?? ??? ???,subjective,NU
f1e069787ece74531d112559945c6871,"??? ????? ??? ???? ?? ???????? ?????? ???? ?? ?????, ??? ???? ?????? ????? ???? ???? ? ????? ??? ??????,,",subjective,NU
f1e069787ece74531d112559945c6871,"????? ??????? ??????, ????? ",subjective,NU
f1e069787ece74531d112559945c6871,???? ??? ????? ????,subjective,NU
f1e069787ece74531d112559945c6871,????????????? ??????? ??? ?????? ,subjective,NU
f1e069787ece74531d112559945c6871,"""???????? ???????? ?? ?????? ?? ???????? ???? ???? ??????? ???????, ?????? ?????? ??? ?????"" ?????? ??? ???????? ?? ???????????? ?? ??? ??????? ??????",subjective,NU
f1e069787ece74531d112559945c6871,????? ?????? ?? ??? ???? ????? ? ???? ??? ???? ?????? ???????? ?? ??? ???? ??? ?? ???? ???? ???? ???? ??,subjective,NU
f1e069787ece74531d112559945c6871,???? ???????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,??? ??? ????? ??????? ??????,subjective,NU
f1e069787ece74531d112559945c6871,"?????, ??? ?????? ???? ??? ??? ??",subjective,NU
f1e069787ece74531d112559945c6871,"?????? ???? ?? ??, ??? ??? ?",subjective,NU
f1e069787ece74531d112559945c6871,???????? ??? ?????,subjective,NU
f1e069787ece74531d112559945c6871,????????? ?????? ?????,subjective,NU
f1e069787ece74531d112559945c6871,?????? ????? ???,subjective,NU
f1e069787ece74531d112559945c6871,????? ??? ???????? ??? ??? ??? ??? ????? ???? ??????? ???? ?? ????? ???? ???? ?? ????,subjective,NU
f1e069787ece74531d112559945c6871,????? ?? ?? ?????? ???? ????????,subjective,NU
f1e069787ece74531d112559945c6871,"?????, ???? ??? ??????? ???? ???? ????? ????? ????? ???? ????",subjective,NU
f1e069787ece74531d112559945c6871,"???,?????? ????? ?,?? ?? ? ? ???? ??????? ???? ?????? ??????",subjective,NU
f1e069787ece74531d112559945c6871,?????? ??? ???? ???? ??? ??? ????? ?? ??????,subjective,NU
f1e069787ece74531d112559945c6871,"?????, ????? ?? ?????? ?? ???? ???? ?????? ????, ??????",subjective,NU
